,driver,year,round,circuit,constructor,status,position,points,laps,race_time,fastest_lap_time,lap,fastest_lap_rank,average_speed
14328,alesi,1994,1,interlagos,ferrari,+1 Lap,3,4,70,NaN,NaN,NaN,NaN,NaN
14329,alesi,1994,4,monaco,ferrari,+1 Lap,5,2,77,NaN,NaN,NaN,NaN,NaN
14330,alesi,1994,5,catalunya,ferrari,+1 Lap,4,3,64,NaN,NaN,NaN,NaN,NaN
14331,alesi,1994,6,villeneuve,ferrari,Finished,3,4,69,+1:13.338,NaN,NaN,NaN,NaN
14332,alesi,1994,7,magny_cours,ferrari,Collision,15,0,41,NaN,NaN,NaN,NaN,NaN
14333,alesi,1994,8,silverstone,ferrari,Finished,2,6,60,+1:08.128,NaN,NaN,NaN,NaN
14334,alesi,1994,9,hockenheimring,ferrari,Electrical,16,0,1,NaN,NaN,NaN,NaN,NaN
14335,alesi,1994,10,hungaroring,ferrari,Gearbox,16,0,58,NaN,NaN,NaN,NaN,NaN
14336,alesi,1994,11,spa,ferrari,Engine,26,0,2,NaN,NaN,NaN,NaN,NaN
14337,alesi,1994,12,monza,ferrari,Gearbox,22,0,14,NaN,NaN,NaN,NaN,NaN
14338,alesi,1994,13,estoril,ferrari,Collision,21,0,38,NaN,NaN,NaN,NaN,NaN
14339,alesi,1994,14,jerez,ferrari,+1 Lap,10,0,68,NaN,NaN,NaN,NaN,NaN
14340,alesi,1994,15,suzuka,ferrari,Finished,3,4,50,+52.045,NaN,NaN,NaN,NaN
14341,alesi,1994,16,adelaide,ferrari,+1 Lap,6,1,80,NaN,NaN,NaN,NaN,NaN
14342,alliot,1994,10,hungaroring,mclaren,Water leak,22,0,21,NaN,NaN,NaN,NaN,NaN
14343,alliot,1994,11,spa,larrousse,Engine,23,0,11,NaN,NaN,NaN,NaN,NaN
14344,barrichello,1994,1,interlagos,jordan,+1 Lap,4,3,70,NaN,NaN,NaN,NaN,NaN
14345,barrichello,1994,2,okayama,jordan,+1 Lap,3,4,82,NaN,NaN,NaN,NaN,NaN
14346,barrichello,1994,3,imola,jordan,Injury,27,0,0,NaN,NaN,NaN,NaN,NaN
14347,barrichello,1994,4,monaco,jordan,Electrical,20,0,27,NaN,NaN,NaN,NaN,NaN
14348,barrichello,1994,5,catalunya,jordan,Spun off,15,0,39,NaN,NaN,NaN,NaN,NaN
14349,barrichello,1994,6,villeneuve,jordan,+1 Lap,7,0,68,NaN,NaN,NaN,NaN,NaN
14350,barrichello,1994,7,magny_cours,jordan,Collision,16,0,41,NaN,NaN,NaN,NaN,NaN
14351,barrichello,1994,8,silverstone,jordan,Finished,4,3,60,+1:41.751,NaN,NaN,NaN,NaN
14352,barrichello,1994,9,hockenheimring,jordan,Collision,21,0,0,NaN,NaN,NaN,NaN,NaN
14353,barrichello,1994,10,hungaroring,jordan,Collision,26,0,0,NaN,NaN,NaN,NaN,NaN
14354,barrichello,1994,11,spa,jordan,Spun off,19,0,19,NaN,NaN,NaN,NaN,NaN
14355,barrichello,1994,12,monza,jordan,Finished,4,3,53,+50.634,NaN,NaN,NaN,NaN
14356,barrichello,1994,13,estoril,jordan,Finished,4,3,71,+28.003,NaN,NaN,NaN,NaN
14357,barrichello,1994,14,jerez,jordan,+1 Lap,12,0,68,NaN,NaN,NaN,NaN,NaN
14358,barrichello,1994,15,suzuka,jordan,Gearbox,15,0,16,NaN,NaN,NaN,NaN,NaN
14359,barrichello,1994,16,adelaide,jordan,Finished,4,3,81,+1:10.530,NaN,NaN,NaN,NaN
14360,belmondo,1994,1,interlagos,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14361,belmondo,1994,2,okayama,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14362,belmondo,1994,3,imola,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14363,belmondo,1994,4,monaco,pacific,Physical,13,0,53,NaN,NaN,NaN,NaN,NaN
14364,belmondo,1994,5,catalunya,pacific,Spun off,25,0,2,NaN,NaN,NaN,NaN,NaN
14365,belmondo,1994,6,villeneuve,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14366,belmondo,1994,7,magny_cours,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14367,belmondo,1994,8,silverstone,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14368,belmondo,1994,9,hockenheimring,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14369,belmondo,1994,10,hungaroring,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14370,belmondo,1994,11,spa,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14371,belmondo,1994,12,monza,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14372,belmondo,1994,13,estoril,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14373,belmondo,1994,14,jerez,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14374,belmondo,1994,15,suzuka,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14375,belmondo,1994,16,adelaide,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14376,beretta,1994,1,interlagos,larrousse,Accident,25,0,2,NaN,NaN,NaN,NaN,NaN
14377,beretta,1994,2,okayama,larrousse,Electrical,22,0,14,NaN,NaN,NaN,NaN,NaN
14378,beretta,1994,3,imola,larrousse,Engine,20,0,17,NaN,NaN,NaN,NaN,NaN
14379,beretta,1994,4,monaco,larrousse,+2 Laps,8,0,76,NaN,NaN,NaN,NaN,NaN
14380,beretta,1994,5,catalunya,larrousse,Engine,26,0,0,NaN,NaN,NaN,NaN,NaN
14381,beretta,1994,6,villeneuve,larrousse,Engine,18,0,57,NaN,NaN,NaN,NaN,NaN
14382,beretta,1994,7,magny_cours,larrousse,Engine,18,0,36,NaN,NaN,NaN,NaN,NaN
14383,beretta,1994,8,silverstone,larrousse,+2 Laps,14,0,58,NaN,NaN,NaN,NaN,NaN
14384,beretta,1994,9,hockenheimring,larrousse,+1 Lap,7,0,44,NaN,NaN,NaN,NaN,NaN
14385,beretta,1994,10,hungaroring,larrousse,+2 Laps,9,0,75,NaN,NaN,NaN,NaN,NaN
14386,berger,1994,1,interlagos,ferrari,Engine,24,0,5,NaN,NaN,NaN,NaN,NaN
14387,berger,1994,2,okayama,ferrari,Finished,2,6,83,+1:15.300,NaN,NaN,NaN,NaN
14388,berger,1994,3,imola,ferrari,Suspension,21,0,16,NaN,NaN,NaN,NaN,NaN
14389,berger,1994,4,monaco,ferrari,Finished,3,4,78,+1:16.824,NaN,NaN,NaN,NaN
14390,berger,1994,5,catalunya,ferrari,Gearbox,19,0,27,NaN,NaN,NaN,NaN,NaN
14391,berger,1994,6,villeneuve,ferrari,Finished,4,3,69,+1:15.609,NaN,NaN,NaN,NaN
14392,berger,1994,7,magny_cours,ferrari,Finished,3,4,72,+52.765,NaN,NaN,NaN,NaN
14393,berger,1994,8,silverstone,ferrari,Engine,19,0,32,NaN,NaN,NaN,NaN,NaN
14394,berger,1994,9,hockenheimring,ferrari,Finished,1,10,45,1:22:37.2,NaN,NaN,NaN,NaN
14395,berger,1994,10,hungaroring,ferrari,Engine,12,0,72,NaN,NaN,NaN,NaN,NaN
14396,berger,1994,11,spa,ferrari,Engine,22,0,11,NaN,NaN,NaN,NaN,NaN
14397,berger,1994,12,monza,ferrari,Finished,2,6,53,+4.93,NaN,NaN,NaN,NaN
14398,berger,1994,13,estoril,ferrari,Gearbox,26,0,7,NaN,NaN,NaN,NaN,NaN
14399,berger,1994,14,jerez,ferrari,+1 Lap,5,2,68,NaN,NaN,NaN,NaN,NaN
14400,berger,1994,15,suzuka,ferrari,Ignition,18,0,10,NaN,NaN,NaN,NaN,NaN
14401,berger,1994,16,adelaide,ferrari,Finished,2,6,81,+2.511,NaN,NaN,NaN,NaN
14402,bernard,1994,1,interlagos,ligier,Collision,17,0,33,NaN,NaN,NaN,NaN,NaN
14403,bernard,1994,2,okayama,ligier,+5 Laps,10,0,78,NaN,NaN,NaN,NaN,NaN
14404,bernard,1994,3,imola,ligier,+3 Laps,12,0,55,NaN,NaN,NaN,NaN,NaN
14405,bernard,1994,4,monaco,ligier,Spun off,19,0,34,NaN,NaN,NaN,NaN,NaN
14406,bernard,1994,5,catalunya,ligier,+3 Laps,8,0,62,NaN,NaN,NaN,NaN,NaN
14407,bernard,1994,6,villeneuve,ligier,+3 Laps,13,0,66,NaN,NaN,NaN,NaN,NaN
14408,bernard,1994,7,magny_cours,ligier,Gearbox,17,0,40,NaN,NaN,NaN,NaN,NaN
14409,bernard,1994,8,silverstone,ligier,+2 Laps,13,0,58,NaN,NaN,NaN,NaN,NaN
14410,bernard,1994,9,hockenheimring,ligier,Finished,3,4,45,+1:05.0421,NaN,NaN,NaN,NaN
14411,bernard,1994,10,hungaroring,ligier,+2 Laps,10,0,75,NaN,NaN,NaN,NaN,NaN
14412,bernard,1994,11,spa,ligier,+2 Laps,10,0,42,NaN,NaN,NaN,NaN,NaN
14413,bernard,1994,12,monza,ligier,+1 Lap,7,0,52,NaN,NaN,NaN,NaN,NaN
14414,bernard,1994,13,estoril,ligier,+1 Lap,10,0,70,NaN,NaN,NaN,NaN,NaN
14415,bernard,1994,14,jerez,team_lotus,+3 Laps,18,0,66,NaN,NaN,NaN,NaN,NaN
14416,blundell,1994,1,interlagos,tyrrell,Spun off,18,0,21,NaN,NaN,NaN,NaN,NaN
14417,blundell,1994,2,okayama,tyrrell,Collision,26,0,0,NaN,NaN,NaN,NaN,NaN
14418,blundell,1994,3,imola,tyrrell,+2 Laps,9,0,56,NaN,NaN,NaN,NaN,NaN
14419,blundell,1994,4,monaco,tyrrell,Engine,17,0,40,NaN,NaN,NaN,NaN,NaN
14420,blundell,1994,5,catalunya,tyrrell,Finished,3,4,65,+1:26.969,NaN,NaN,NaN,NaN
14421,blundell,1994,6,villeneuve,tyrrell,Spun off,10,0,67,NaN,NaN,NaN,NaN,NaN
14422,blundell,1994,7,magny_cours,tyrrell,+5 Laps,10,0,67,NaN,NaN,NaN,NaN,NaN
14423,blundell,1994,8,silverstone,tyrrell,Gearbox,20,0,20,NaN,NaN,NaN,NaN,NaN
14424,blundell,1994,9,hockenheimring,tyrrell,Collision,17,0,0,NaN,NaN,NaN,NaN,NaN
14425,blundell,1994,10,hungaroring,tyrrell,+1 Lap,5,2,76,NaN,NaN,NaN,NaN,NaN
14426,blundell,1994,11,spa,tyrrell,+1 Lap,5,2,43,NaN,NaN,NaN,NaN,NaN
14427,blundell,1994,12,monza,tyrrell,Spun off,15,0,39,NaN,NaN,NaN,NaN,NaN
14428,blundell,1994,13,estoril,tyrrell,Engine,18,0,61,NaN,NaN,NaN,NaN,NaN
14429,blundell,1994,14,jerez,tyrrell,+1 Lap,13,0,68,NaN,NaN,NaN,NaN,NaN
14430,blundell,1994,15,suzuka,tyrrell,Engine,14,0,26,NaN,NaN,NaN,NaN,NaN
14431,blundell,1994,16,adelaide,tyrrell,Accident,14,0,66,NaN,NaN,NaN,NaN,NaN
14432,brabham,1994,1,interlagos,simtek,+4 Laps,12,0,67,NaN,NaN,NaN,NaN,NaN
14433,brabham,1994,2,okayama,simtek,Electrical,23,0,2,NaN,NaN,NaN,NaN,NaN
14434,brabham,1994,3,imola,simtek,Spun off,18,0,27,NaN,NaN,NaN,NaN,NaN
14435,brabham,1994,4,monaco,simtek,Engine,16,0,45,NaN,NaN,NaN,NaN,NaN
14436,brabham,1994,5,catalunya,simtek,+4 Laps,10,0,61,NaN,NaN,NaN,NaN,NaN
14437,brabham,1994,6,villeneuve,simtek,+4 Laps,14,0,65,NaN,NaN,NaN,NaN,NaN
14438,brabham,1994,7,magny_cours,simtek,Transmission,22,0,28,NaN,NaN,NaN,NaN,NaN
14439,brabham,1994,8,silverstone,simtek,+3 Laps,15,0,57,NaN,NaN,NaN,NaN,NaN
14440,brabham,1994,9,hockenheimring,simtek,Clutch,10,0,37,NaN,NaN,NaN,NaN,NaN
14441,brabham,1994,10,hungaroring,simtek,+3 Laps,11,0,74,NaN,NaN,NaN,NaN,NaN
14442,brabham,1994,11,spa,simtek,Wheel,16,0,29,NaN,NaN,NaN,NaN,NaN
14443,brabham,1994,12,monza,simtek,Puncture,11,0,46,NaN,NaN,NaN,NaN,NaN
14444,brabham,1994,13,estoril,simtek,Collision,22,0,36,NaN,NaN,NaN,NaN,NaN
14445,brabham,1994,14,jerez,simtek,Engine,21,0,42,NaN,NaN,NaN,NaN,NaN
14446,brabham,1994,15,suzuka,simtek,+2 Laps,12,0,48,NaN,NaN,NaN,NaN,NaN
14447,brabham,1994,16,adelaide,simtek,Engine,17,0,49,NaN,NaN,NaN,NaN,NaN
14448,brundle,1994,1,interlagos,mclaren,Collision,14,0,34,NaN,NaN,NaN,NaN,NaN
14449,brundle,1994,2,okayama,mclaren,Overheating,15,0,67,NaN,NaN,NaN,NaN,NaN
14450,brundle,1994,3,imola,mclaren,+1 Lap,8,0,57,NaN,NaN,NaN,NaN,NaN
14451,brundle,1994,4,monaco,mclaren,Finished,2,6,78,+37.278,NaN,NaN,NaN,NaN
14452,brundle,1994,5,catalunya,mclaren,Transmission,11,0,59,NaN,NaN,NaN,NaN,NaN
14453,brundle,1994,6,villeneuve,mclaren,Electrical,26,0,3,NaN,NaN,NaN,NaN,NaN
14454,brundle,1994,7,magny_cours,mclaren,Engine,19,0,29,NaN,NaN,NaN,NaN,NaN
14455,brundle,1994,8,silverstone,mclaren,Engine,25,0,0,NaN,NaN,NaN,NaN,NaN
14456,brundle,1994,9,hockenheimring,mclaren,Engine,12,0,19,NaN,NaN,NaN,NaN,NaN
14457,brundle,1994,10,hungaroring,mclaren,Electrical,4,3,76,NaN,NaN,NaN,NaN,NaN
14458,brundle,1994,11,spa,mclaren,Spun off,18,0,24,NaN,NaN,NaN,NaN,NaN
14459,brundle,1994,12,monza,mclaren,Finished,5,2,53,+1:25.575,NaN,NaN,NaN,NaN
14460,brundle,1994,13,estoril,mclaren,Finished,6,1,71,+52.702,NaN,NaN,NaN,NaN
14461,brundle,1994,14,jerez,mclaren,Engine,26,0,8,NaN,NaN,NaN,NaN,NaN
14462,brundle,1994,15,suzuka,mclaren,Spun off,16,0,13,NaN,NaN,NaN,NaN,NaN
14463,brundle,1994,16,adelaide,mclaren,Finished,3,4,81,+52.487,NaN,NaN,NaN,NaN
14464,comas,1994,1,interlagos,larrousse,+3 Laps,9,0,68,NaN,NaN,NaN,NaN,NaN
14465,comas,1994,2,okayama,larrousse,+3 Laps,6,1,80,NaN,NaN,NaN,NaN,NaN
14466,comas,1994,3,imola,larrousse,Withdrew,23,0,5,NaN,NaN,NaN,NaN,NaN
14467,comas,1994,4,monaco,larrousse,+3 Laps,10,0,75,NaN,NaN,NaN,NaN,NaN
14468,comas,1994,5,catalunya,larrousse,Radiator,22,0,19,NaN,NaN,NaN,NaN,NaN
14469,comas,1994,6,villeneuve,larrousse,Clutch,21,0,45,NaN,NaN,NaN,NaN,NaN
14470,comas,1994,7,magny_cours,larrousse,Engine,11,0,66,NaN,NaN,NaN,NaN,NaN
14471,comas,1994,8,silverstone,larrousse,Engine,21,0,12,NaN,NaN,NaN,NaN,NaN
14472,comas,1994,9,hockenheimring,larrousse,Finished,6,1,45,+1:45.445,NaN,NaN,NaN,NaN
14473,comas,1994,10,hungaroring,larrousse,+2 Laps,8,0,75,NaN,NaN,NaN,NaN,NaN
14474,comas,1994,11,spa,larrousse,Engine,25,0,3,NaN,NaN,NaN,NaN,NaN
14475,comas,1994,12,monza,larrousse,+1 Lap,8,0,52,NaN,NaN,NaN,NaN,NaN
14476,comas,1994,13,estoril,larrousse,Suspension,24,0,27,NaN,NaN,NaN,NaN,NaN
14477,comas,1994,14,jerez,larrousse,Alternator,23,0,37,NaN,NaN,NaN,NaN,NaN
14478,comas,1994,15,suzuka,larrousse,+1 Lap,9,0,49,NaN,NaN,NaN,NaN,NaN
14479,coulthard,1994,5,catalunya,williams,Electrical,17,0,32,NaN,NaN,NaN,NaN,NaN
14480,coulthard,1994,6,villeneuve,williams,+1 Lap,5,2,68,NaN,NaN,NaN,NaN,NaN
14481,coulthard,1994,8,silverstone,williams,+1 Lap,5,2,59,NaN,NaN,NaN,NaN,NaN
14482,coulthard,1994,9,hockenheimring,williams,Electrical,13,0,17,NaN,NaN,NaN,NaN,NaN
14483,coulthard,1994,10,hungaroring,williams,Spun off,15,0,59,NaN,NaN,NaN,NaN,NaN
14484,coulthard,1994,11,spa,williams,Finished,4,3,44,+1:45.787,NaN,NaN,NaN,NaN
14485,coulthard,1994,12,monza,williams,Out of fuel,6,1,52,NaN,NaN,NaN,NaN,NaN
14486,coulthard,1994,13,estoril,williams,Finished,2,6,71,+0.603,NaN,NaN,NaN,NaN
14487,dalmas,1994,12,monza,larrousse,Spun off,21,0,18,NaN,NaN,NaN,NaN,NaN
14488,dalmas,1994,13,estoril,larrousse,+2 Laps,14,0,69,NaN,NaN,NaN,NaN,NaN
14489,cesaris,1994,3,imola,jordan,Spun off,14,0,49,NaN,NaN,NaN,NaN,NaN
14490,cesaris,1994,4,monaco,jordan,+1 Lap,4,3,77,NaN,NaN,NaN,NaN,NaN
14491,cesaris,1994,6,villeneuve,sauber,Oil pressure,24,0,24,NaN,NaN,NaN,NaN,NaN
14492,cesaris,1994,7,magny_cours,sauber,+2 Laps,6,1,70,NaN,NaN,NaN,NaN,NaN
14493,cesaris,1994,8,silverstone,sauber,Engine,22,0,11,NaN,NaN,NaN,NaN,NaN
14494,cesaris,1994,9,hockenheimring,sauber,Collision,23,0,0,NaN,NaN,NaN,NaN,NaN
14495,cesaris,1994,10,hungaroring,sauber,Collision,20,0,30,NaN,NaN,NaN,NaN,NaN
14496,cesaris,1994,11,spa,sauber,Throttle,17,0,27,NaN,NaN,NaN,NaN,NaN
14497,cesaris,1994,12,monza,sauber,Engine,19,0,20,NaN,NaN,NaN,NaN,NaN
14498,cesaris,1994,13,estoril,sauber,Spun off,20,0,54,NaN,NaN,NaN,NaN,NaN
14499,cesaris,1994,14,jerez,sauber,Throttle,22,0,37,NaN,NaN,NaN,NaN,NaN
14500,deletraz,1994,16,adelaide,larrousse,Gearbox,15,0,56,NaN,NaN,NaN,NaN,NaN
14501,fittipaldi,1994,1,interlagos,footwork,Gearbox,19,0,21,NaN,NaN,NaN,NaN,NaN
14502,fittipaldi,1994,2,okayama,footwork,+1 Lap,4,3,82,NaN,NaN,NaN,NaN,NaN
14503,fittipaldi,1994,3,imola,footwork,Spun off,13,0,54,NaN,NaN,NaN,NaN,NaN
14504,fittipaldi,1994,4,monaco,footwork,Gearbox,15,0,47,NaN,NaN,NaN,NaN,NaN
14505,fittipaldi,1994,5,catalunya,footwork,Engine,16,0,35,NaN,NaN,NaN,NaN,NaN
14506,fittipaldi,1994,6,villeneuve,footwork,Disqualified,16,0,68,NaN,NaN,NaN,NaN,NaN
14507,fittipaldi,1994,7,magny_cours,footwork,+2 Laps,8,0,70,NaN,NaN,NaN,NaN,NaN
14508,fittipaldi,1994,8,silverstone,footwork,+2 Laps,9,0,58,NaN,NaN,NaN,NaN,NaN
14509,fittipaldi,1994,9,hockenheimring,footwork,Finished,4,3,45,+1:21.609,NaN,NaN,NaN,NaN
14510,fittipaldi,1994,10,hungaroring,footwork,Transmission,14,0,69,NaN,NaN,NaN,NaN,NaN
14511,fittipaldi,1994,11,spa,footwork,Engine,15,0,33,NaN,NaN,NaN,NaN,NaN
14512,fittipaldi,1994,12,monza,footwork,Engine,13,0,43,NaN,NaN,NaN,NaN,NaN
14513,fittipaldi,1994,13,estoril,footwork,+1 Lap,8,0,70,NaN,NaN,NaN,NaN,NaN
14514,fittipaldi,1994,14,jerez,footwork,+3 Laps,17,0,66,NaN,NaN,NaN,NaN,NaN
14515,fittipaldi,1994,15,suzuka,footwork,+1 Lap,8,0,49,NaN,NaN,NaN,NaN,NaN
14516,fittipaldi,1994,16,adelaide,footwork,+1 Lap,8,0,80,NaN,NaN,NaN,NaN,NaN
14517,frentzen,1994,1,interlagos,sauber,Spun off,20,0,15,NaN,NaN,NaN,NaN,NaN
14518,frentzen,1994,2,okayama,sauber,+1 Lap,5,2,82,NaN,NaN,NaN,NaN,NaN
14519,frentzen,1994,3,imola,sauber,+1 Lap,7,0,57,NaN,NaN,NaN,NaN,NaN
14520,frentzen,1994,4,monaco,sauber,Withdrew,25,0,0,NaN,NaN,NaN,NaN,NaN
14521,frentzen,1994,5,catalunya,sauber,Gearbox,21,0,21,NaN,NaN,NaN,NaN,NaN
14522,frentzen,1994,6,villeneuve,sauber,Spun off,25,0,5,NaN,NaN,NaN,NaN,NaN
14523,frentzen,1994,7,magny_cours,sauber,+1 Lap,4,3,71,NaN,NaN,NaN,NaN,NaN
14524,frentzen,1994,8,silverstone,sauber,+1 Lap,7,0,59,NaN,NaN,NaN,NaN,NaN
14525,frentzen,1994,9,hockenheimring,sauber,Collision,19,0,0,NaN,NaN,NaN,NaN,NaN
14526,frentzen,1994,10,hungaroring,sauber,Gearbox,18,0,39,NaN,NaN,NaN,NaN,NaN
14527,frentzen,1994,11,spa,sauber,Halfshaft,24,0,10,NaN,NaN,NaN,NaN,NaN
14528,frentzen,1994,12,monza,sauber,Engine,18,0,22,NaN,NaN,NaN,NaN,NaN
14529,frentzen,1994,13,estoril,sauber,Differential,23,0,31,NaN,NaN,NaN,NaN,NaN
14530,frentzen,1994,14,jerez,sauber,+1 Lap,6,1,68,NaN,NaN,NaN,NaN,NaN
14531,frentzen,1994,15,suzuka,sauber,Finished,6,1,50,+1:59.863,NaN,NaN,NaN,NaN
14532,frentzen,1994,16,adelaide,sauber,+1 Lap,7,0,80,NaN,NaN,NaN,NaN,NaN
14533,gachot,1994,1,interlagos,pacific,Accident,26,0,1,NaN,NaN,NaN,NaN,NaN
14534,gachot,1994,2,okayama,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14535,gachot,1994,3,imola,pacific,Engine,19,0,23,NaN,NaN,NaN,NaN,NaN
14536,gachot,1994,4,monaco,pacific,Gearbox,14,0,49,NaN,NaN,NaN,NaN,NaN
14537,gachot,1994,5,catalunya,pacific,Broken wing,18,0,32,NaN,NaN,NaN,NaN,NaN
14538,gachot,1994,6,villeneuve,pacific,Oil pressure,20,0,47,NaN,NaN,NaN,NaN,NaN
14539,gachot,1994,7,magny_cours,pacific,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
14540,gachot,1994,8,silverstone,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14541,gachot,1994,9,hockenheimring,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14542,gachot,1994,10,hungaroring,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14543,gachot,1994,11,spa,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14544,gachot,1994,12,monza,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14545,gachot,1994,13,estoril,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14546,gachot,1994,14,jerez,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14547,gachot,1994,15,suzuka,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14548,gachot,1994,16,adelaide,pacific,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
14549,gounon,1994,7,magny_cours,simtek,+4 Laps,9,0,68,NaN,NaN,NaN,NaN,NaN
14550,gounon,1994,8,silverstone,simtek,+3 Laps,16,0,57,NaN,NaN,NaN,NaN,NaN
14551,gounon,1994,9,hockenheimring,simtek,Engine,9,0,39,NaN,NaN,NaN,NaN,NaN
14552,gounon,1994,10,hungaroring,simtek,Handling,23,0,9,NaN,NaN,NaN,NaN,NaN
14553,gounon,1994,11,spa,simtek,+2 Laps,11,0,42,NaN,NaN,NaN,NaN,NaN
14554,gounon,1994,12,monza,simtek,Gearbox,20,0,20,NaN,NaN,NaN,NaN,NaN
14555,gounon,1994,13,estoril,simtek,+4 Laps,15,0,67,NaN,NaN,NaN,NaN,NaN
14556,hakkinen,1994,1,interlagos,mclaren,Engine,21,0,13,NaN,NaN,NaN,NaN,NaN
14557,hakkinen,1994,2,okayama,mclaren,Gearbox,21,0,19,NaN,NaN,NaN,NaN,NaN
14558,hakkinen,1994,3,imola,mclaren,Finished,3,4,58,+70.679,NaN,NaN,NaN,NaN
14559,hakkinen,1994,4,monaco,mclaren,Collision,21,0,0,NaN,NaN,NaN,NaN,NaN
14560,hakkinen,1994,5,catalunya,mclaren,Engine,13,0,48,NaN,NaN,NaN,NaN,NaN
14561,hakkinen,1994,6,villeneuve,mclaren,Engine,17,0,61,NaN,NaN,NaN,NaN,NaN
14562,hakkinen,1994,7,magny_cours,mclaren,Engine,13,0,48,NaN,NaN,NaN,NaN,NaN
14563,hakkinen,1994,8,silverstone,mclaren,Finished,3,4,60,+1:40.659,NaN,NaN,NaN,NaN
14564,hakkinen,1994,9,hockenheimring,mclaren,Collision,18,0,0,NaN,NaN,NaN,NaN,NaN
14565,hakkinen,1994,11,spa,mclaren,Finished,2,6,44,+51.381,NaN,NaN,NaN,NaN
14566,hakkinen,1994,12,monza,mclaren,Finished,3,4,53,+25.64,NaN,NaN,NaN,NaN
14567,hakkinen,1994,13,estoril,mclaren,Finished,3,4,71,+20.193,NaN,NaN,NaN,NaN
14568,hakkinen,1994,14,jerez,mclaren,Finished,3,4,69,+1:09.648,NaN,NaN,NaN,NaN
14569,hakkinen,1994,15,suzuka,mclaren,Finished,7,0,50,+2:02.985,NaN,NaN,NaN,NaN
14570,hakkinen,1994,16,adelaide,mclaren,Brakes,12,0,76,NaN,NaN,NaN,NaN,NaN
14571,herbert,1994,1,interlagos,team_lotus,+2 Laps,7,0,69,NaN,NaN,NaN,NaN,NaN
14572,herbert,1994,2,okayama,team_lotus,+3 Laps,7,0,80,NaN,NaN,NaN,NaN,NaN
14573,herbert,1994,3,imola,team_lotus,+2 Laps,10,0,56,NaN,NaN,NaN,NaN,NaN
14574,herbert,1994,4,monaco,team_lotus,Gearbox,12,0,68,NaN,NaN,NaN,NaN,NaN
14575,herbert,1994,5,catalunya,team_lotus,Spun off,14,0,41,NaN,NaN,NaN,NaN,NaN
14576,herbert,1994,6,villeneuve,team_lotus,+1 Lap,8,0,68,NaN,NaN,NaN,NaN,NaN
14577,herbert,1994,7,magny_cours,team_lotus,+2 Laps,7,0,70,NaN,NaN,NaN,NaN,NaN
14578,herbert,1994,8,silverstone,team_lotus,+2 Laps,11,0,58,NaN,NaN,NaN,NaN,NaN
14579,herbert,1994,9,hockenheimring,team_lotus,Collision,22,0,0,NaN,NaN,NaN,NaN,NaN
14580,herbert,1994,10,hungaroring,team_lotus,Electrical,19,0,34,NaN,NaN,NaN,NaN,NaN
14581,herbert,1994,11,spa,team_lotus,+3 Laps,12,0,41,NaN,NaN,NaN,NaN,NaN
14582,herbert,1994,12,monza,team_lotus,Alternator,23,0,13,NaN,NaN,NaN,NaN,NaN
14583,herbert,1994,13,estoril,team_lotus,+1 Lap,11,0,70,NaN,NaN,NaN,NaN,NaN
14584,herbert,1994,14,jerez,ligier,+1 Lap,8,0,68,NaN,NaN,NaN,NaN,NaN
14585,herbert,1994,15,suzuka,benetton,Spun off,22,0,3,NaN,NaN,NaN,NaN,NaN
14586,herbert,1994,16,adelaide,benetton,Gearbox,26,0,13,NaN,NaN,NaN,NaN,NaN
14587,damon_hill,1994,1,interlagos,williams,+1 Lap,2,6,70,NaN,NaN,NaN,NaN,NaN
